0 0 7f 7f 7f 7f 7f 7f 
0 1 0 1 7f 7f 7f 7f 
0 1 2 3 1 2 3 0 
0 1 2 3 4 5 7 6 
0 1 2 3 4 5 6 5 
0 1 2 3 4 5 6 7 
0 1 1 2 0 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 0 1 2 3 4 5 6 
0 1 1 2 3 4 5 6 
0 1 2 1 2 3 4 5 
0 1 2 3 4 5 6 7 
0 0 1 2 3 4 5 6 
0 1 2 3 1 4 5 6 
0 1 0 3 2 4 5 6 
0 0 1 2 2 3 4 5 
0 1 2 3 4 6 5 4 
0 1 2 3 4 0 1 3 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
0 1 2 3 4 5 6 7 
